Section	Temperature Measurements	Expected Robots	Actual Robots	Goal Fulfilment Times
A	[21.1, 12.46, 14.2, 21.16, 14.44, 24.72, 10.74, 26.64, 11.16, 28.25]	1.0	1.0	196
D	[13.07, 27.43, 19.76, 25.44, 26.95, 27.58, 18.25, 14.92, 28.01, 16.76]	1.0	0.0	0
B	[23.48, 13.27, 28.75, 21.94, 27.88, 24.16, 28.4, 30.21, 21.72, 21.38]	3.0	1.0	204
B	[26.21, 15.16, 20.81, 13.51, 23.91, 13.67, 10.46, 29.38, 29.52, 25.47]	4.0	3.0	274
A	[17.14, 21.05, 11.27, 10.53, 17.95, 23.38, 10.29, 23.07, 30.09, 21.31]	4.0	4.0	208
A	[29.48, 17.74, 27.89, 20.43, 23.0, 30.23, 19.94, 17.22, 11.65, 21.38]	1.0	0.0	0
A	[24.69, 19.52, 14.94, 24.29, 22.64, 22.47, 20.02, 16.37, 18.32, 14.37]	4.0	4.0	206
B	[15.02, 17.04, 29.42, 18.07, 23.47, 19.54, 22.99, 12.53, 11.87, 20.15]	1.0	0.0	0
A	[29.77, 25.16, 17.69, 11.86, 29.19, 25.2, 15.16, 23.19, 13.2, 29.48]	1.0	1.0	213
B	[30.14, 22.08, 27.72, 26.52, 20.05, 30.15, 20.67, 10.64, 11.88, 29.81]	2.0	2.0	136
B	[28.28, 15.75, 27.95, 24.05, 28.39, 14.76, 25.56, 22.48, 12.58, 23.4]	2.0	1.0	152
C	[11.78, 12.02, 24.56, 11.58, 12.31, 13.94, 13.13, 21.46, 20.8, 27.25]	4.0	4.0	144
A	[23.84, 25.08, 19.98, 14.58, 22.15, 25.85, 21.74, 15.78, 18.25, 21.17]	4.0	3.0	186
B	[22.13, 18.59, 19.22, 20.47, 25.26, 19.67, 20.57, 16.95, 17.06, 15.16]	1.0	0.0	0
C	[25.6, 26.57, 26.21, 15.35, 28.89, 12.44, 11.66, 27.76, 23.65, 19.88]	2.0	2.0	195
A	[20.25, 18.89, 28.59, 25.29, 18.12, 17.07, 15.92, 27.75, 27.28, 14.55]	4.0	4.0	216
A	[18.84, 11.85, 15.46, 24.27, 20.18, 23.67, 30.07, 30.06, 11.53, 24.79]	4.0	4.0	133
A	[25.61, 29.98, 22.3, 20.28, 12.3, 19.02, 24.99, 23.09, 25.25, 18.79]	4.0	4.0	179
D	[27.32, 27.84, 30.14, 27.96, 25.66, 15.54, 20.67, 14.5, 11.05, 14.19]	2.0	1.0	246
B	[26.32, 21.28, 16.02, 22.73, 19.68, 23.67, 17.0, 17.28, 16.6, 26.92]	4.0	0.0	0
C	[14.46, 22.79, 16.27, 16.8, 28.7, 17.12, 21.7, 17.8, 13.85, 23.95]	3.0	2.0	247
C	[27.23, 26.68, 13.8, 17.42, 17.55, 11.27, 24.3, 24.34, 12.26, 28.35]	3.0	1.0	106
D	[25.63, 28.84, 20.56, 27.25, 12.6, 13.1, 14.09, 25.73, 22.46, 23.21]	1.0	1.0	289
C	[29.67, 18.96, 20.04, 27.17, 23.09, 12.26, 25.39, 16.03, 26.56, 26.25]	3.0	0.0	0
B	[23.46, 11.21, 17.17, 26.28, 20.07, 26.2, 23.63, 29.92, 27.16, 17.75]	4.0	4.0	132
D	[29.84, 15.65, 10.39, 15.49, 19.31, 16.8, 22.11, 12.29, 29.27, 26.62]	4.0	0.0	0
B	[19.77, 17.26, 22.58, 26.53, 18.55, 17.34, 21.99, 28.54, 28.87, 13.44]	4.0	0.0	0
C	[27.13, 23.82, 19.28, 26.21, 27.8, 21.1, 19.3, 16.51, 24.37, 20.26]	3.0	1.0	143
A	[13.68, 12.31, 15.89, 12.01, 13.97, 29.68, 28.69, 26.81, 23.45, 12.51]	2.0	0.0	0
B	[26.25, 26.34, 10.74, 27.47, 11.26, 11.73, 21.31, 23.77, 24.98, 20.38]	4.0	1.0	278
C	[27.09, 14.5, 23.9, 22.95, 18.48, 10.53, 21.21, 24.58, 18.59, 28.43]	1.0	1.0	261
C	[13.97, 25.39, 10.32, 20.32, 25.14, 29.95, 12.89, 16.73, 29.21, 19.28]	2.0	2.0	224
D	[18.13, 10.39, 10.61, 15.52, 17.32, 19.51, 21.74, 13.0, 20.84, 19.21]	2.0	2.0	195
B	[23.73, 23.6, 23.4, 21.96, 29.63, 22.81, 16.51, 11.82, 18.83, 23.44]	2.0	0.0	0
C	[10.72, 16.44, 25.14, 15.49, 27.65, 14.24, 28.97, 30.17, 21.47, 26.55]	1.0	1.0	127
C	[18.98, 14.87, 13.01, 28.06, 18.06, 12.96, 17.62, 11.99, 12.58, 26.44]	4.0	1.0	139
A	[10.46, 28.79, 25.3, 22.18, 18.55, 19.7, 19.18, 24.27, 22.51, 21.62]	3.0	1.0	223
A	[20.52, 10.84, 20.52, 22.71, 19.12, 25.97, 14.93, 28.87, 15.71, 18.74]	2.0	0.0	0
B	[13.93, 21.4, 20.52, 19.91, 14.29, 20.68, 18.11, 16.42, 29.32, 24.6]	4.0	3.0	212
C	[14.34, 26.23, 16.0, 10.75, 29.99, 11.23, 16.53, 14.71, 21.01, 14.6]	1.0	0.0	0
C	[27.82, 23.48, 18.93, 14.15, 11.5, 11.23, 24.24, 25.04, 25.43, 23.57]	1.0	0.0	0
D	[20.02, 15.17, 10.97, 15.34, 27.67, 16.56, 28.98, 20.45, 23.74, 19.05]	1.0	0.0	0
A	[10.7, 11.78, 28.38, 15.88, 26.25, 17.48, 24.99, 22.37, 11.12, 10.86]	3.0	2.0	181
D	[14.98, 20.12, 29.8, 17.42, 15.32, 29.81, 24.42, 21.7, 18.06, 18.99]	1.0	1.0	93
A	[10.94, 19.74, 19.08, 15.3, 21.39, 11.85, 18.35, 26.95, 12.25, 11.76]	2.0	2.0	180
A	[29.84, 12.63, 20.82, 18.44, 27.15, 15.56, 24.06, 24.0, 25.24, 19.37]	2.0	0.0	0
A	[24.23, 17.19, 28.61, 20.74, 11.93, 15.51, 11.74, 13.53, 28.21, 15.13]	2.0	0.0	0
B	[25.5, 20.51, 15.75, 22.37, 28.5, 24.41, 24.79, 19.4, 15.02, 15.9]	2.0	0.0	0
B	[13.31, 20.22, 19.76, 15.23, 27.29, 24.04, 16.34, 14.79, 27.64, 18.57]	3.0	0.0	0
B	[18.83, 27.95, 11.71, 14.26, 28.11, 16.22, 23.11, 11.9, 29.03, 28.72]	3.0	1.0	122
C	[13.56, 27.73, 23.2, 21.86, 10.38, 22.33, 19.75, 22.46, 12.7, 28.27]	1.0	1.0	135
D	[21.07, 13.15, 14.83, 13.96, 20.66, 10.45, 29.8, 23.9, 19.25, 26.32]	4.0	3.0	98
B	[19.39, 25.8, 21.93, 14.58, 20.55, 29.37, 12.08, 16.63, 13.39, 24.47]	1.0	1.0	137
C	[12.25, 20.13, 21.5, 14.39, 23.15, 23.24, 19.28, 11.45, 27.02, 26.97]	1.0	0.0	0
A	[23.94, 15.69, 26.63, 11.11, 29.34, 30.1, 29.84, 22.26, 24.75, 29.28]	3.0	0.0	0
D	[27.59, 11.61, 22.53, 15.8, 25.74, 13.91, 18.05, 22.06, 11.34, 18.37]	2.0	0.0	0
C	[27.6, 21.72, 24.23, 23.33, 23.24, 24.37, 24.86, 27.3, 12.61, 10.91]	4.0	1.0	274
A	[22.15, 13.37, 16.15, 20.99, 23.28, 26.34, 10.23, 14.61, 14.57, 17.03]	2.0	1.0	78
A	[15.02, 25.49, 21.64, 14.2, 16.81, 20.95, 15.21, 13.13, 24.03, 19.09]	2.0	2.0	80
B	[22.25, 26.1, 27.89, 21.19, 10.23, 15.2, 20.13, 11.24, 26.91, 11.84]	3.0	0.0	0
B	[16.49, 16.17, 19.43, 11.37, 15.48, 12.5, 24.09, 26.3, 12.62, 21.19]	4.0	0.0	0
D	[24.83, 24.88, 15.52, 14.01, 17.41, 17.35, 17.45, 13.66, 17.39, 12.17]	4.0	0.0	0
B	[13.55, 16.41, 17.09, 11.83, 29.56, 18.43, 27.94, 19.94, 24.52, 20.86]	4.0	1.0	199
C	[29.09, 24.58, 29.31, 15.63, 10.68, 25.79, 22.86, 21.17, 23.06, 24.91]	3.0	3.0	137
D	[27.02, 29.56, 23.1, 20.17, 18.72, 27.1, 18.61, 19.73, 14.81, 14.7]	3.0	1.0	132
C	[24.93, 27.95, 17.61, 26.88, 20.46, 29.4, 26.55, 26.92, 24.97, 25.37]	1.0	0.0	0
D	[12.18, 25.94, 16.58, 29.27, 12.38, 13.25, 26.83, 28.63, 21.37, 11.8]	1.0	0.0	0
C	[30.24, 21.48, 25.88, 21.86, 16.67, 16.65, 11.81, 16.16, 14.39, 13.91]	3.0	2.0	176
A	[23.87, 13.35, 15.15, 29.92, 28.35, 29.89, 18.86, 18.94, 23.67, 19.47]	4.0	3.0	258
A	[17.64, 17.6, 13.65, 26.93, 15.96, 16.08, 29.13, 11.55, 27.05, 21.34]	1.0	0.0	0
D	[18.26, 11.19, 24.9, 27.26, 24.98, 15.55, 25.92, 26.3, 29.63, 16.39]	1.0	1.0	113
D	[29.48, 13.69, 16.65, 15.95, 17.34, 22.6, 13.02, 13.75, 26.68, 30.16]	1.0	1.0	166
B	[29.3, 10.87, 20.85, 20.46, 29.0, 23.56, 19.85, 12.95, 15.87, 13.59]	2.0	1.0	174
D	[23.26, 21.36, 15.65, 14.44, 15.89, 19.85, 25.72, 27.95, 20.89, 27.44]	3.0	2.0	130
A	[26.49, 20.3, 17.63, 11.61, 22.54, 16.04, 24.04, 10.43, 19.31, 12.73]	1.0	0.0	0
A	[30.25, 18.89, 21.91, 12.55, 11.35, 12.85, 23.77, 17.1, 16.07, 20.92]	1.0	0.0	0
B	[30.29, 17.67, 28.54, 18.26, 25.67, 22.44, 22.73, 29.27, 25.9, 20.21]	2.0	0.0	0
B	[30.23, 12.44, 20.04, 10.47, 25.28, 28.31, 29.7, 21.84, 26.03, 26.94]	1.0	0.0	0
A	[12.42, 25.16, 15.08, 23.73, 17.65, 11.64, 15.64, 14.96, 18.68, 13.25]	4.0	3.0	152
B	[13.61, 20.78, 21.58, 27.41, 20.31, 18.27, 27.77, 19.97, 13.14, 11.22]	3.0	0.0	0
A	[26.37, 25.33, 18.38, 18.67, 29.04, 11.96, 25.82, 24.55, 22.64, 28.04]	3.0	3.0	176
A	[13.58, 21.38, 13.98, 21.72, 27.65, 25.52, 24.85, 27.19, 20.09, 11.66]	4.0	3.0	195
A	[22.6, 19.46, 28.53, 11.01, 19.29, 14.27, 20.66, 30.15, 11.29, 20.89]	2.0	1.0	283
C	[14.73, 27.24, 19.22, 20.16, 12.59, 22.49, 29.18, 27.89, 28.27, 13.79]	4.0	4.0	210
D	[14.43, 13.59, 28.87, 24.21, 16.37, 22.76, 27.87, 20.94, 20.15, 24.07]	4.0	1.0	84
B	[14.6, 16.69, 22.3, 20.53, 19.21, 23.47, 22.15, 11.53, 18.22, 22.27]	3.0	1.0	124
D	[10.91, 17.32, 17.14, 14.06, 18.58, 22.87, 29.93, 24.05, 27.16, 17.1]	4.0	3.0	270
D	[17.56, 18.13, 23.75, 22.58, 22.9, 14.35, 23.06, 22.6, 27.32, 20.29]	1.0	0.0	0
C	[19.54, 11.25, 23.84, 16.09, 27.38, 12.68, 20.64, 21.59, 11.34, 14.04]	3.0	1.0	251
B	[19.85, 15.99, 10.73, 14.75, 26.38, 28.27, 29.86, 16.62, 12.88, 25.63]	1.0	0.0	0
B	[24.39, 23.53, 22.3, 17.71, 28.69, 13.77, 11.59, 23.97, 27.07, 22.74]	1.0	1.0	274
C	[28.9, 23.15, 10.45, 15.37, 25.01, 24.3, 18.61, 27.51, 15.08, 28.3]	2.0	0.0	0
A	[18.21, 25.31, 22.7, 12.53, 24.39, 24.82, 29.27, 27.66, 25.0, 17.88]	2.0	0.0	0
B	[10.39, 15.77, 23.2, 27.82, 19.77, 15.43, 15.55, 12.73, 16.65, 20.07]	2.0	2.0	209
C	[15.79, 23.51, 24.3, 13.16, 23.97, 18.86, 14.7, 25.83, 12.16, 12.25]	3.0	1.0	289
B	[17.43, 25.33, 12.83, 21.09, 23.29, 25.87, 27.72, 24.58, 27.03, 25.75]	2.0	1.0	237
A	[21.44, 13.36, 13.74, 19.62, 18.26, 25.45, 19.63, 22.17, 21.75, 15.65]	2.0	0.0	0
C	[27.46, 12.54, 20.06, 23.42, 16.29, 14.85, 20.8, 19.91, 26.75, 11.38]	2.0	2.0	183
A	[10.24, 11.11, 19.38, 18.09, 27.58, 28.16, 18.46, 24.76, 18.49, 26.36]	3.0	0.0	0
D	[17.72, 12.62, 27.59, 13.36, 10.64, 14.34, 27.8, 28.05, 14.07, 10.8]	4.0	0.0	0
D	[29.6, 27.4, 29.6, 21.87, 14.05, 18.32, 16.35, 29.72, 27.44, 27.04]	4.0	2.0	155
D	[29.52, 20.32, 28.34, 12.66, 25.82, 21.22, 21.79, 27.98, 28.84, 16.08]	4.0	4.0	163
A	[28.83, 15.17, 17.17, 16.67, 20.12, 28.14, 14.13, 18.92, 25.16, 24.63]	1.0	1.0	161
B	[27.95, 11.99, 29.39, 21.81, 14.37, 12.51, 18.62, 28.65, 15.47, 21.51]	4.0	3.0	192
A	[23.94, 29.89, 11.44, 10.24, 14.5, 27.51, 21.74, 24.84, 25.27, 25.59]	3.0	3.0	203
B	[23.14, 18.05, 17.14, 10.74, 15.22, 19.36, 14.4, 16.25, 28.98, 28.11]	4.0	4.0	157
A	[15.18, 27.03, 14.17, 19.16, 21.66, 10.56, 13.48, 11.93, 13.88, 11.03]	1.0	1.0	230
C	[13.21, 24.29, 28.87, 28.68, 21.35, 18.42, 12.42, 25.8, 12.44, 21.31]	4.0	0.0	0
C	[25.55, 20.15, 12.28, 17.04, 28.79, 13.18, 19.42, 11.0, 26.96, 21.61]	4.0	4.0	251
D	[20.99, 25.05, 29.33, 27.04, 24.89, 29.0, 25.44, 27.41, 16.48, 18.31]	1.0	0.0	0
A	[13.2, 11.65, 28.48, 26.7, 10.87, 30.12, 26.62, 14.51, 16.51, 25.95]	4.0	0.0	0
C	[26.77, 20.19, 17.36, 26.71, 12.48, 25.11, 16.84, 19.16, 15.73, 27.8]	2.0	2.0	273
C	[12.08, 26.48, 28.05, 19.5, 14.6, 13.89, 12.71, 23.61, 16.5, 11.67]	3.0	2.0	188
A	[14.7, 28.57, 23.86, 29.1, 24.53, 29.79, 19.19, 30.0, 11.15, 14.72]	3.0	0.0	0
B	[23.95, 21.91, 27.18, 16.65, 12.59, 24.16, 10.73, 23.49, 15.77, 16.48]	4.0	0.0	0
A	[22.32, 23.0, 16.76, 10.3, 18.22, 24.9, 19.45, 18.82, 28.6, 26.6]	4.0	0.0	0
B	[19.69, 27.89, 29.93, 21.09, 15.04, 28.78, 25.12, 18.79, 29.7, 13.67]	4.0	2.0	257
B	[12.15, 15.54, 28.36, 16.52, 14.84, 18.27, 20.09, 15.97, 10.31, 13.15]	1.0	0.0	0
A	[12.25, 24.51, 10.72, 16.89, 28.45, 12.9, 19.0, 28.42, 25.5, 19.24]	3.0	1.0	67
D	[23.41, 28.86, 13.4, 19.52, 17.47, 10.35, 16.03, 11.81, 15.77, 17.84]	1.0	1.0	114
D	[24.84, 19.84, 10.26, 30.27, 13.15, 19.98, 22.38, 17.81, 11.1, 17.72]	4.0	0.0	0
A	[29.87, 11.09, 16.74, 29.01, 10.4, 21.56, 20.39, 14.59, 23.99, 27.09]	1.0	0.0	0
D	[11.22, 28.01, 28.61, 10.71, 11.06, 18.22, 19.41, 17.5, 20.37, 13.95]	1.0	0.0	0
D	[20.36, 25.92, 29.37, 15.57, 10.99, 23.62, 17.01, 29.92, 13.61, 15.85]	3.0	3.0	172
C	[27.89, 26.88, 25.89, 22.32, 11.9, 17.14, 20.09, 13.54, 29.43, 15.23]	3.0	2.0	196
B	[11.56, 15.29, 18.88, 14.93, 12.7, 25.19, 11.79, 20.11, 15.74, 17.11]	2.0	1.0	95
B	[20.11, 11.14, 11.38, 22.84, 21.88, 24.83, 12.89, 25.69, 23.8, 22.33]	3.0	2.0	184
C	[27.6, 18.71, 25.52, 13.27, 16.69, 27.57, 16.98, 27.84, 30.25, 22.57]	2.0	0.0	0
A	[20.81, 19.91, 12.2, 17.64, 19.14, 20.29, 18.38, 13.66, 22.14, 29.44]	2.0	2.0	168
A	[14.07, 16.64, 29.92, 19.23, 12.12, 20.77, 28.74, 13.24, 28.81, 21.51]	4.0	0.0	0
C	[23.39, 21.58, 12.4, 25.37, 22.99, 21.69, 23.42, 23.57, 28.5, 12.5]	4.0	4.0	173
D	[13.13, 25.06, 26.78, 16.31, 28.08, 28.64, 20.42, 19.25, 19.55, 20.15]	4.0	3.0	157
B	[20.97, 29.3, 27.3, 23.51, 20.4, 15.17, 22.15, 10.55, 17.16, 13.73]	4.0	0.0	0
A	[18.56, 15.66, 19.43, 27.87, 14.69, 14.2, 23.84, 27.2, 20.26, 16.71]	1.0	0.0	0
B	[19.62, 30.05, 23.74, 13.02, 28.23, 17.68, 12.04, 16.71, 11.98, 20.3]	1.0	0.0	0
D	[25.38, 12.16, 26.88, 21.97, 22.06, 24.32, 15.79, 18.97, 24.55, 21.41]	3.0	0.0	0
B	[23.54, 23.7, 23.39, 22.54, 22.61, 18.33, 24.4, 17.5, 22.22, 15.78]	2.0	2.0	68
B	[20.31, 15.71, 27.0, 17.78, 28.55, 21.71, 10.41, 26.62, 11.72, 20.12]	4.0	4.0	152
B	[29.56, 25.48, 28.69, 26.16, 21.16, 22.6, 18.9, 15.54, 20.99, 22.49]	4.0	3.0	190
A	[16.18, 13.0, 17.37, 18.16, 11.04, 27.91, 12.33, 23.14, 29.71, 27.32]	4.0	4.0	197
C	[21.21, 25.14, 24.54, 21.18, 17.53, 15.05, 29.84, 23.39, 29.04, 23.61]	1.0	1.0	62
D	[24.97, 18.53, 26.6, 24.66, 11.63, 28.86, 13.99, 16.65, 27.76, 18.68]	2.0	1.0	111
C	[25.89, 30.11, 14.98, 24.02, 29.41, 16.1, 12.16, 11.92, 26.97, 28.94]	3.0	1.0	283
C	[11.28, 13.4, 12.88, 27.27, 25.94, 22.73, 14.19, 24.5, 10.8, 10.29]	4.0	1.0	112
D	[16.69, 13.13, 19.92, 17.84, 18.5, 21.26, 22.38, 12.61, 29.68, 24.71]	3.0	0.0	0
A	[22.85, 17.59, 20.4, 21.96, 10.88, 18.82, 28.48, 19.3, 20.88, 11.33]	2.0	2.0	138
A	[19.94, 24.47, 22.7, 14.16, 29.64, 26.25, 12.72, 16.18, 28.49, 29.59]	1.0	0.0	0
A	[30.19, 17.41, 25.84, 29.2, 13.1, 27.41, 21.6, 11.16, 12.99, 13.96]	4.0	1.0	278
B	[24.68, 27.3, 18.4, 22.07, 10.43, 26.06, 18.6, 13.81, 21.32, 11.33]	1.0	1.0	220
A	[18.76, 12.43, 29.54, 10.32, 22.45, 20.65, 11.3, 25.1, 12.49, 15.02]	1.0	0.0	0
A	[17.48, 13.39, 21.02, 13.56, 12.53, 24.36, 17.1, 13.76, 29.82, 26.75]	3.0	2.0	159
A	[16.36, 10.41, 18.85, 15.0, 21.42, 17.86, 11.11, 12.07, 25.63, 17.67]	2.0	2.0	93
A	[22.66, 28.06, 14.01, 29.97, 24.42, 14.14, 23.48, 12.08, 17.31, 10.86]	4.0	0.0	0
D	[13.52, 20.67, 20.86, 14.83, 16.75, 22.05, 16.29, 13.84, 25.08, 22.04]	2.0	2.0	197
A	[10.58, 15.63, 14.37, 16.06, 25.54, 28.1, 18.75, 11.84, 12.75, 24.97]	1.0	0.0	0
C	[26.12, 16.85, 29.35, 26.64, 23.76, 20.99, 13.58, 22.76, 29.66, 19.61]	3.0	3.0	154
D	[12.22, 29.42, 20.93, 18.15, 28.61, 23.13, 26.63, 29.17, 11.37, 25.72]	4.0	2.0	189
A	[13.76, 25.28, 17.88, 24.17, 28.17, 13.08, 13.45, 29.87, 21.4, 30.1]	3.0	2.0	250
C	[18.89, 14.94, 16.57, 18.53, 16.84, 20.2, 23.31, 16.22, 22.16, 26.47]	4.0	4.0	218
B	[24.48, 16.68, 15.29, 30.04, 20.82, 14.35, 10.32, 24.5, 10.7, 12.29]	2.0	1.0	139
B	[10.76, 27.91, 18.28, 16.36, 18.68, 27.95, 13.57, 20.92, 26.77, 15.37]	3.0	3.0	228
D	[29.8, 21.83, 13.64, 11.16, 28.4, 22.48, 23.23, 20.83, 26.18, 23.87]	4.0	3.0	201
B	[14.56, 22.62, 22.53, 21.77, 30.0, 16.15, 23.79, 28.24, 26.12, 19.17]	3.0	0.0	0
C	[11.53, 21.06, 19.85, 26.0, 21.23, 28.75, 27.14, 19.3, 21.22, 25.32]	1.0	0.0	0
D	[18.63, 26.93, 13.33, 17.59, 17.31, 19.71, 13.24, 14.0, 26.14, 15.77]	4.0	4.0	215
C	[23.86, 19.54, 14.09, 15.46, 15.49, 10.96, 27.81, 23.21, 22.06, 11.22]	1.0	0.0	0
B	[27.12, 26.31, 28.02, 29.18, 29.95, 10.4, 29.6, 15.88, 23.75, 12.43]	2.0	0.0	0
D	[16.53, 23.34, 26.1, 13.61, 28.65, 20.02, 12.96, 27.13, 24.91, 23.57]	4.0	3.0	179
B	[12.45, 19.59, 20.76, 13.9, 13.53, 17.14, 30.29, 19.57, 26.83, 20.96]	4.0	0.0	0
A	[23.64, 26.64, 11.94, 24.7, 23.67, 12.39, 28.1, 20.93, 30.2, 19.6]	3.0	0.0	0
A	[22.09, 14.09, 27.21, 22.82, 23.43, 14.1, 18.84, 23.11, 16.29, 23.18]	2.0	1.0	187
A	[25.79, 29.22, 29.4, 19.88, 22.98, 14.57, 20.0, 10.81, 28.47, 12.43]	3.0	2.0	165
C	[26.55, 12.0, 18.95, 16.3, 24.3, 14.35, 17.11, 13.2, 24.29, 23.55]	2.0	0.0	0
A	[15.44, 23.16, 18.72, 19.59, 17.25, 26.28, 29.45, 29.96, 13.79, 26.26]	2.0	0.0	0
C	[18.21, 24.68, 14.55, 18.03, 20.38, 25.47, 26.01, 16.13, 24.93, 17.57]	3.0	3.0	161
C	[21.84, 11.65, 30.17, 21.38, 27.91, 26.54, 19.35, 24.06, 17.85, 15.56]	3.0	3.0	132
C	[30.27, 12.04, 24.01, 23.2, 20.68, 19.49, 21.8, 18.34, 26.79, 24.57]	3.0	3.0	189
B	[29.97, 10.41, 21.52, 10.64, 16.5, 24.36, 19.49, 24.47, 17.14, 29.42]	3.0	3.0	201
A	[21.79, 29.53, 13.59, 28.07, 19.37, 22.55, 28.77, 14.96, 22.67, 13.24]	3.0	3.0	249
A	[25.77, 25.57, 26.72, 15.52, 24.75, 20.44, 19.62, 28.84, 23.93, 27.12]	3.0	1.0	168
C	[20.18, 16.11, 26.75, 27.2, 22.17, 15.42, 22.25, 23.89, 28.94, 20.29]	2.0	0.0	0
A	[28.99, 20.5, 29.09, 16.15, 20.14, 16.2, 25.71, 18.9, 23.77, 13.04]	1.0	1.0	297
B	[29.14, 14.22, 18.34, 20.71, 11.7, 28.91, 18.66, 27.34, 19.51, 14.35]	2.0	2.0	151
C	[16.09, 29.01, 17.41, 27.08, 19.3, 23.63, 15.88, 28.42, 27.89, 20.62]	3.0	2.0	119
C	[12.87, 12.19, 20.71, 21.32, 21.56, 12.03, 24.31, 14.83, 11.06, 20.36]	3.0	1.0	204
C	[18.74, 28.36, 28.61, 10.34, 26.72, 25.41, 24.62, 28.06, 22.15, 14.55]	4.0	2.0	135
D	[28.59, 18.49, 21.49, 13.1, 12.61, 24.23, 24.44, 12.47, 15.2, 16.51]	1.0	1.0	295
C	[14.14, 19.89, 28.67, 14.88, 28.99, 23.01, 22.79, 11.17, 20.47, 11.97]	2.0	1.0	253
D	[21.17, 11.13, 26.86, 22.3, 18.71, 21.49, 19.02, 11.39, 20.29, 27.48]	2.0	1.0	129
A	[14.15, 25.27, 22.31, 28.93, 28.81, 28.53, 18.1, 26.33, 16.91, 24.42]	4.0	1.0	145
B	[20.56, 22.93, 15.9, 22.72, 17.38, 26.22, 28.82, 28.32, 10.37, 23.63]	4.0	3.0	132
D	[29.86, 17.5, 25.67, 24.97, 25.88, 17.82, 16.05, 20.9, 26.08, 23.58]	1.0	0.0	0
C	[16.15, 12.03, 18.28, 28.89, 23.68, 24.52, 21.17, 11.07, 14.95, 21.38]	2.0	0.0	0
A	[20.39, 29.2, 11.61, 14.85, 21.43, 23.3, 14.25, 12.44, 23.65, 22.86]	1.0	0.0	0
A	[19.08, 13.42, 28.97, 10.26, 14.21, 10.98, 11.73, 18.15, 20.85, 13.01]	4.0	3.0	91
D	[14.65, 19.91, 28.09, 12.79, 16.72, 18.01, 12.28, 17.98, 29.13, 20.42]	2.0	1.0	125
C	[20.16, 23.71, 28.28, 15.54, 30.28, 13.29, 27.56, 29.0, 10.54, 18.27]	4.0	1.0	121
A	[11.96, 19.18, 23.89, 15.53, 18.72, 16.44, 14.95, 15.42, 28.45, 15.7]	2.0	1.0	87
A	[15.93, 18.74, 20.33, 12.05, 12.17, 21.46, 17.57, 21.53, 11.11, 12.58]	3.0	1.0	268
D	[25.32, 26.78, 28.97, 18.23, 24.17, 29.84, 15.8, 22.31, 23.05, 25.63]	1.0	0.0	0
C	[21.64, 27.24, 11.22, 24.88, 17.03, 16.96, 14.99, 17.03, 19.94, 15.8]	1.0	0.0	0
C	[24.77, 28.7, 23.79, 28.82, 10.86, 14.63, 14.66, 21.96, 15.66, 19.59]	3.0	2.0	212
C	[10.3, 28.09, 30.08, 18.46, 18.74, 27.43, 25.12, 27.19, 26.48, 27.64]	4.0	0.0	0
C	[29.02, 23.0, 13.15, 27.02, 19.96, 28.42, 12.35, 21.7, 28.11, 22.35]	2.0	2.0	260
D	[25.37, 18.78, 18.18, 11.79, 20.7, 14.81, 11.17, 11.89, 14.33, 18.42]	1.0	1.0	124
C	[13.04, 23.64, 28.37, 19.85, 26.63, 14.16, 21.52, 21.62, 14.82, 23.01]	1.0	0.0	0
D	[25.25, 10.81, 14.41, 29.27, 21.63, 24.06, 15.46, 27.52, 27.34, 13.14]	3.0	0.0	0
D	[23.4, 18.54, 16.93, 22.11, 15.4, 19.19, 14.58, 12.46, 16.63, 18.15]	1.0	1.0	238
A	[11.92, 14.02, 16.38, 19.33, 12.2, 29.61, 25.77, 12.45, 22.17, 12.2]	3.0	3.0	177
B	[25.25, 29.99, 20.95, 11.84, 30.17, 24.41, 18.43, 12.81, 20.74, 10.93]	1.0	0.0	0
C	[18.27, 15.65, 27.91, 12.27, 19.39, 20.48, 16.01, 10.68, 15.0, 21.0]	3.0	3.0	176
A	[27.39, 12.13, 21.59, 20.82, 23.72, 10.83, 25.35, 12.23, 18.75, 18.13]	2.0	2.0	120
B	[15.22, 15.22, 24.71, 19.07, 14.56, 12.62, 13.93, 25.11, 28.19, 15.39]	1.0	0.0	0
C	[28.92, 19.39, 14.76, 23.14, 23.78, 15.29, 26.12, 15.8, 28.27, 23.98]	1.0	1.0	88
C	[15.08, 11.01, 18.36, 18.68, 20.94, 24.63, 14.49, 27.2, 30.1, 28.53]	3.0	1.0	156
C	[12.29, 21.09, 10.63, 12.86, 30.13, 13.52, 15.32, 23.04, 10.38, 28.26]	2.0	2.0	236
C	[19.72, 11.79, 21.88, 17.61, 11.54, 27.97, 21.83, 15.57, 12.05, 24.83]	1.0	0.0	0
B	[10.98, 25.98, 25.93, 25.97, 23.82, 11.16, 14.2, 10.41, 16.18, 30.29]	2.0	0.0	0
A	[11.21, 15.92, 15.69, 20.38, 26.83, 18.6, 22.4, 15.28, 16.24, 19.41]	1.0	1.0	137
C	[14.26, 24.84, 25.92, 11.46, 28.22, 29.09, 15.6, 11.32, 15.62, 24.41]	1.0	1.0	260
A	[23.31, 24.05, 14.9, 12.26, 13.91, 27.06, 13.96, 21.69, 27.46, 26.98]	2.0	0.0	0
